file,pageTitle,section,tableIndex,headers,rowCount
html/subject/全部床義歯学/01_無歯顎者の診査と診断_前処置_エックス線診査.html,エックス線診査,パノラマエックス線検査,0,診査項目 | 臨床的意義,7
html/subject/全部床義歯学/01_無歯顎者の診査と診断_前処置_エックス線診査.html,エックス線診査,パノラマエックス線検査,1,診査できない項目 | 理由,3
html/subject/全部床義歯学/01_無歯顎者の診査と診断_前処置_下顎運動の診査.html,下顎運動の診査,下顎運動路の記録,0,装置・方法 | 記録できる内容,2
html/subject/全部床義歯学/01_無歯顎者の診査と診断_前処置_下顎運動の診査.html,下顎運動の診査,下顎運動路の記録,1,装置 | 用途,4
html/subject/全部床義歯学/01_無歯顎者の診査と診断_前処置_下顎運動の診査.html,下顎運動の診査,咀嚼機能検査の分類,2,評価できる | 評価できない,3
html/subject/全部床義歯学/01_無歯顎者の診査と診断_前処置_口腔内診査.html,口腔内診査,口腔内の解剖学的指標,0,設定項目 | 基準,3
html/subject/全部床義歯学/01_無歯顎者の診査と診断_前処置_咬合検査.html,咬合検査,咬合接触状態の検査,0,検査方法 | 内容,4
html/subject/全部床義歯学/01_無歯顎者の診査と診断_前処置_旧義歯の診査.html,旧義歯の診査,使用中の義歯の観察,0,診査項目 | 評価内容,8
html/subject/全部床義歯学/01_無歯顎者の診査と診断_前処置_旧義歯の診査.html,旧義歯の診査,義歯関連粘膜疾患,1,疾患名 | 原因・特徴,2
html/subject/全部床義歯学/01_無歯顎者の診査と診断_前処置_旧義歯の診査.html,旧義歯の診査,義歯関連粘膜疾患,2,疾患名 | 原因・特徴,2
html/subject/全部床義歯学/01_無歯顎者の診査と診断_前処置_顎堤吸収.html,顎堤吸収,顎堤吸収の方向,0,部位 | 吸収が著明な部位 | 顎堤弓の移動方向,2
html/subject/全部床義歯学/02_印象採得_模型製作_咬座印象.html,咬座印象,作業用模型の製作,0,部位 | 理由,4
html/subject/全部床義歯学/02_印象採得_模型製作_概形印象.html,概形印象,個人トレーの設計,1,考慮事項 | 理由,4
html/subject/全部床義歯学/02_印象採得_模型製作_設計・個人トレー製作.html,設計・個人トレー製作,個人トレーの設計,0,リリーフすべき部位 | 理由,5
html/subject/全部床義歯学/03_咬合採得_咬合器_ゴシックアーチ.html,ゴシックアーチ,描記装置の構成,0,方法 | 特徴,2
html/subject/全部床義歯学/03_咬合採得_咬合器_ゴシックアーチ.html,ゴシックアーチ,フェイスボウとフェイスボウトランスファー,1,基準点 | 位置 | 対応する平面,3
html/subject/全部床義歯学/03_咬合採得_咬合器_作業模型.html,作業模型,義歯の維持機構,0,因子 | 内容,4
html/subject/全部床義歯学/03_咬合採得_咬合器_作業模型.html,作業模型,維持に関与しない構造,1,構造 | 役割,3
html/subject/全部床義歯学/03_咬合採得_咬合器_咬合器.html,咬合器,咬合器の種類,0,種類 | 調節可能な要素 | 代表的な咬合器,3
html/subject/全部床義歯学/03_咬合採得_咬合器_咬合器.html,咬合器,咬合器の種類,1,種類 | 特徴,2
html/subject/全部床義歯学/03_咬合採得_咬合器_咬合器.html,咬合器,咬合器の種類,2,種類 | 特徴,2
html/subject/全部床義歯学/03_咬合採得_咬合器_咬合床.html,咬合床,咬合床の構成,0,構成要素 | 材料 | 役割,2
html/subject/全部床義歯学/03_咬合採得_咬合器_顎間関係.html,顎間関係,垂直的顎間関係（咬合高径）,0,分類 | 方法 | 内容,5
html/subject/全部床義歯学/03_咬合採得_咬合器_顎間関係.html,顎間関係,下顎安静位と安静空隙,1,発音 | 下顎位,2
html/subject/全部床義歯学/04_人工歯排列_歯肉形成_人工歯排列.html,人工歯排列,人工歯の材質,0,材質 | 長所 | 短所,3
html/subject/全部床義歯学/04_人工歯排列_歯肉形成_人工歯排列.html,人工歯排列,臼歯部人工歯の形態,1,種類 | 咬頭傾斜角 | 特徴,3
html/subject/全部床義歯学/04_人工歯排列_歯肉形成_人工歯排列.html,人工歯排列,臼歯部人工歯の排列位置,2,方法 | 基準,3
html/subject/全部床義歯学/04_人工歯排列_歯肉形成_人工歯排列.html,人工歯排列,咬合様式,3,咬合様式 | 特徴,4
html/subject/全部床義歯学/05_ろう義歯試適_ろう義歯試適.html,ろう義歯試適,5. 発語機能の検査（パラトグラム）,0,発音 | 接触部位,4
html/subject/全部床義歯学/06_埋没_重合_削合_研磨_埋没・重合.html,埋没・重合,埋没の前準備,0,方法 | 特徴,2
html/subject/全部床義歯学/06_埋没_重合_削合_研磨_埋没・重合.html,埋没・重合,埋没法,1,方法 | 特徴,2
html/subject/全部床義歯学/06_埋没_重合_削合_研磨_埋没・重合.html,埋没・重合,レジン重合法,2,方法 | 重合度 | 機械的性質 | 適合性 | 操作性,3
html/subject/全部床義歯学/07_装着_調整_患者教育_患者教育.html,患者教育,4. 義歯および口腔内の清掃に関する指導,0,種類 | 特徴,3
html/subject/全部床義歯学/08_術後管理_術後のトラブル_床下粘膜の疼痛.html,床下粘膜の疼痛,床下粘膜の疼痛の原因,0,原因 | 対応,4
html/subject/全部床義歯学/08_術後管理_術後のトラブル_義歯の不具合.html,義歯の不具合,義歯脱離の原因,0,原因 | 対応,6
html/subject/全部床義歯学/08_術後管理_術後のトラブル_術後管理.html,術後管理,治療効果の評価,0,評価の視点 | 評価方法,2
